slug,view_count,event,filmed
rob_reid_the_8_billion_ipod,2624243,TED2012,2012-03-01
robb_willer_how_to_have_better_political_conversations,1312496,TEDxMarin,2016-09-17
robert_ballard_on_exploring_the_oceans,1305016,TED2008,2008-02-29
robert_fischell_on_medical_inventing,401710,TED2005,2005-02-24
robert_full_learning_from_the_gecko_s_tail,672845,TED2009,2009-02-05
robert_full_on_animal_movement,719695,TED2005,2005-02-02
robert_full_on_engineering_and_evolution,825674,TED2002,2002-02-02
robert_full_the_secrets_of_nature_s_grossest_creatures_channeled_into_robots,1241822,TED2014,2014-03-18
robert_gordon_the_death_of_innovation_the_end_of_growth,1110261,TED2013,2013-02-26
robert_gupta,1185161,TED2010,2010-02-10
robert_gupta_and_joshua_roman_duet_on_passacaglia,785403,TED2011,2011-03-02
robert_gupta_between_music_and_medicine,1066062,TEDMED 2012,2012-04-15
robert_hammond_building_a_park_in_the_sky,718057,TED2011,2011-03-03
robert_lang_folds_way_new_origami,2199038,TED2008,2008-02-02
robert_muggah_how_to_protect_fast_growing_cities_from_failing,933024,TEDGlobal 2014,2014-10-13
robert_muggah_the_biggest_risks_facing_cities_and_some_solutions,864941,TEDGlobal>NYC,2017-09-20
robert_neuwirth_on_our_shadow_cities,704035,TEDGlobal 2005,2005-07-14
robert_neuwirth_the_power_of_the_informal_economy,783552,TEDGlobal 2012,2012-06-28
robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next,1033194,Global Witness HQ,2016-04-05
robert_sapolsky_the_biology_of_our_best_and_worst_selves,1303341,TED2017,2017-04-24
robert_sapolsky_the_uniqueness_of_humans,582314,Stanford University,2009-09-08
robert_swan_let_s_save_the_last_pristine_continent,983543,TEDGlobal 2014,2014-10-10
robert_thurman_on_compassion,311885,Chautauqua Institution,2009-10-01
robert_waldinger_what_makes_a_good_life_lessons_from_the_longest_study_on_happiness,19048479,TEDxBeaconStreet,2015-11-14
robert_wright_on_optimism,1198318,TED2006,2006-02-02
robert_wright_the_evolution_of_compassion,245761,TEDSalon 2009 Compassion,2009-10-14
roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson,1128434,TEDGlobal 2013,2013-06-11
robin_chase_excuse_me_may_i_rent_your_car,933633,TEDGlobal 2012,2012-07-14
robin_chase_on_zipcar_and_her_next_big_idea,442841,TED2007,2007-03-03
robin_hanson_what_would_happen_if_we_upload_our_brains_to_computers,1157035,TED2017,2017-04-24
robin_ince_science_versus_wonder,682490,TEDGlobal 2011,2011-07-13
robin_morgan_4_powerful_poems_about_parkinson_s_and_growing_older,1016733,TEDWomen 2015,2015-05-29
robin_murphy_these_robots_come_to_the_rescue_after_a_disaster,1009677,TEDWomen 2015,2015-05-28
robin_nagle_what_i_discovered_in_new_york_city_trash,1642490,TEDCity2.0,2013-09-20
robyn_stein_deluca_the_good_news_about_pms,1318444,TEDxSBU,2014-11-19
rocio_lorenzo_want_a_more_innovative_company_hire_more_women,932382,TED@BCG Milan,2017-10-04
rodney_brooks_on_robots,611088,TED2003,2003-02-02
rodney_brooks_why_we_will_rely_on_robots,1368228,TED2013,2013-02-26
rodney_mullen_pop_an_ollie_and_innovate,861598,TEDxUSC,2012-05-04
rodrigo_bijou_governments_don_t_understand_cyber_warfare_we_need_hackers,1279874,TEDGlobal>London,2015-06-16
rodrigo_canales_the_deadly_genius_of_drug_cartels,2251545,TEDSalon NY2013,2013-10-01
rodrigo_y_gabriela_an_electrifying_acoustic_guitar_performance,1256959,TED2015,2015-03-16
roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world,2020783,TEDxOslo,2015-01-29
roger_doiron_my_subversive_garden_plot,216885,TEDxDirigo,2011-09-10
roger_ebert_remaking_my_voice,1120663,TED2011,2011-03-04
roger_mcnamee_six_ways_to_save_the_internet,291579,TEDxSantaCruz,2011-03-02
roger_stein_a_bold_new_way_to_fund_drug_research,912606,TED@State Street Boston,2013-11-06
rogier_van_der_heide_why_light_needs_darkness,572506,TEDxAmsterdam,2010-10-10
rokia_traore_sings_kounandi,85108,TEDGlobal 2007,2007-06-06
rokia_traore_sings_m_bifo,298215,TEDGlobal 2007,2007-06-06
roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed,4742654,TED2015,2015-03-25
romina_libster_the_power_of_herd_immunity,673133,TEDxRiodelaPlata,2014-11-20
