public_URL,talk_id,description,views,event
"<link href=""https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting"" rel=""canonical""/>",2587,"Many people like to talk about how important voting is, how it's your civic duty and responsibility as an adult. Eric Liu agrees with all that, but he also thinks it's time to bring joy back to the ballot box. The former political speechwriter details how he and his team are fostering the culture around voting in the 2016 US presidential election -- and closes with a powerful analysis of why anyone eligible should show up on Election Day.",826689,TEDNYC
"<link href=""https://www.ted.com/talks/natalie_macmaster_fiddles_in_reel_time"" rel=""canonical""/>",117,"Violinist Natalie MacMaster and TED Musical Director Thomas Dolby play Dolby's original song ""Blue Is a River"" in this ethereal duet -- with a little dancing.",738434,TED2002
"<link href=""https://www.ted.com/talks/susan_cain_the_power_of_introverts"" rel=""canonical""/>",1377,"In a culture where being social and outgoing are prized above all else, it can be difficult, even shameful, to be an introvert. But, as Susan Cain argues in this passionate talk, introverts bring extraordinary talents and abilities to the world, and should be encouraged and celebrated.",19404691,TED2012
"<link href=""https://www.ted.com/talks/isaac_mizrahi_how_the_button_changed_fashion"" rel=""canonical""/>",12351,"How the simple button changed the world, according to fashion designer Isaac Mizrahi.",169352,Small Thing Big Idea
"<link href=""https://www.ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse"" rel=""canonical""/>",1139,"Cosmologist Sean Carroll attacks -- in an entertaining and thought-provoking tour through the nature of time and the universe -- a deceptively simple question: Why does time exist at all? The potential answers point to a surprising view of the nature of the universe, and our place in it.",1611097,TEDxCaltech
"<link href=""https://www.ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves"" rel=""canonical""/>",921,"Tan Le's astonishing new computer interface reads its user's brainwaves, making it possible to control virtual objects, and even physical electronics, with mere thoughts (and a little concentration). She demos the headset, and talks about its far-reaching applications.",2531205,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever"" rel=""canonical""/>",2494,"CRISPR gene drives allow scientists to change sequences of DNA and guarantee that the resulting edited genetic trait is inherited by future generations, opening up the possibility of altering entire species forever. More than anything, the technology has led to questions: How will this new power affect humanity? What are we going to use it to change? Are we gods now? Join journalist Jennifer Kahn as she ponders these questions and shares a potentially powerful application of gene drives: the development of disease-resistant mosquitoes that could knock out malaria and Zika.",1654633,TED2016
"<link href=""https://www.ted.com/talks/david_grady_how_to_save_the_world_or_at_least_yourself_from_bad_meetings"" rel=""canonical""/>",2135,"An epidemic of bad, inefficient, overcrowded meetings is plaguing the world’s businesses — and making workers miserable. David Grady has some ideas on how to stop it.",2227073,TED@State Street Boston
"<link href=""https://www.ted.com/talks/matt_weinstein_what_bernie_madoff_couldn_t_steal_from_me"" rel=""canonical""/>",733,Matt Weinstein lost his life savings to Bernie Madoff's notorious scam. But his response to the disaster is unexpectedly hopeful.,154135,AORN Congress
"<link href=""https://www.ted.com/talks/deep_ocean_mysteries_and_wonders"" rel=""canonical""/>",1387,"In the deepest, darkest parts of the oceans are ecosystems with more diversity than a tropical rainforest. Taking us on a voyage into the ocean -- from the deepest trenches to the remains of Titanic -- marine biologist David Gallo explores the wonder and beauty of marine life.",583895,TED-Ed
"<link href=""https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet"" rel=""canonical""/>",2486,"Trust: How do you earn it? Banks use credit scores to determine if you're trustworthy, but there are about 2.5 billion people around the world who don't have one to begin with -- and who can't get a loan to start a business, buy a home or otherwise improve their lives. Hear how TED Fellow Shivani Siroya is unlocking untapped purchasing power in the developing world with InVenture, a start-up that uses mobile data to create a financial identity. ""With something as simple as a credit score,"" says Siroya, ""we're giving people the power to build their own futures.""",1536765,TED2016
"<link href=""https://www.ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage"" rel=""canonical""/>",1357,"In this funny, casual talk from TEDx, writer Jenna McCarthy shares surprising research on how marriages (especially happy marriages) really work. One tip: Do not try to win an Oscar for best actress.",4646998,TEDxAmericanRiviera
"<link href=""https://www.ted.com/talks/daniel_pauly_the_ocean_s_shifting_baseline"" rel=""canonical""/>",1373,"The ocean has degraded within our lifetimes, as shown in the decreasing average size of fish. And yet, as Daniel Pauly shows us onstage at Mission Blue, each time the baseline drops, we call it the new ""normal."" At what point do we stop readjusting downward?",234659,Mission Blue Voyage
"<link href=""https://www.ted.com/talks/will_wright_makes_toys_that_make_worlds"" rel=""canonical""/>",146,"In a friendly, high-speed presentation, Will Wright demos his newest game, Spore, which promises to dazzle users even more than his previous masterpieces.",1183033,TED2007
"<link href=""https://www.ted.com/talks/cleo_wade_want_to_change_the_world_start_by_being_brave_enough_to_care"" rel=""canonical""/>",8947,"Artist and poet Cleo Wade recites a moving poem about being an advocate for love and acceptance in a time when both seem in short supply. Woven between stories of people at the beginning and end of their lives, she shares some truths about growing up (and speaking up) and reflects on the wisdom of a life well-lived, leaving us with a simple yet enduring takeaway: be good to yourself, be good to others, be good to the earth. ""The world will say to you, 'Be a better person,'"" Wade says. ""Do not be afraid to say, 'Yes.'""",1330043,TEDWomen 2017
"<link href=""https://www.ted.com/talks/laura_galante_how_to_exploit_democracy"" rel=""canonical""/>",2772,"Hacking, fake news, information bubbles ... all these and more have become part of the vernacular in recent years. But as cyberspace analyst Laura Galante describes in this alarming talk, the real target of anyone looking to influence geopolitics is dastardly simple: it's you.",2096633,TED2017
"<link href=""https://www.ted.com/talks/shah_rukh_khan_thoughts_on_humanity_fame_and_love"" rel=""canonical""/>",2780,"""I sell dreams, and I peddle love to millions of people,"" says Shah Rukh Khan, Bollywood's biggest star. In this charming, funny talk, Khan traces the arc of his life, showcases a few of his famous dance moves and shares hard-earned wisdom from a life spent in the spotlight.",6424793,TED2017
"<link href=""https://www.ted.com/talks/cynthia_erivo_natural_woman_and_johnny_and_donna"" rel=""canonical""/>",3578,"""I love to sing,"" says Cynthia Erivo, ""because it's the fast-track route to the heart."" Listen as Erivo meditates on the superpower of music to connect us to one another in between gorgeous, soulful performances of Mali Music's ""Johnny & Donna"" and Aretha Franklin's ""Natural Woman,"" accompanied by Jason Webb on piano.",136406,TED2017
"<link href=""https://www.ted.com/talks/sangu_delle_in_praise_of_macro_yes_macro_finance_in_africa"" rel=""canonical""/>",2213,"In this short, provocative talk, financier Sangu Delle questions whether microfinance — small loans to small entrepreneurs -- is the best way to drive growth in developing countries. ""We seem to be fixated on this romanticized idea that every poor person in Africa is an entrepreneur,” he says. ""Yet, my work has taught me that most people want jobs.” Delle, a TED Fellow, makes the case for supporting large companies and factories — and clearing away the obstacles to pan-African trade.",1039842,TEDGlobal 2014
"<link href=""https://www.ted.com/talks/dan_barber_s_surprising_foie_gras_parable"" rel=""canonical""/>",406,"At the Taste3 conference, chef Dan Barber tells the story of a small farm in Spain that has found a humane way to produce foie gras. Raising his geese in a natural environment, farmer Eduardo Sousa embodies the kind of food production Barber believes in.",1342531,Taste3 2008
"<link href=""https://www.ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive"" rel=""canonical""/>",1260,"A flying car -- it's an iconic image of the future. But after 100 years of flight and automotive engineering, no one has really cracked the problem. Pilot Anna Mracek Dietrich and her team flipped the question, asking: Why not build a plane that you can drive?",938977,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death"" rel=""canonical""/>",1891,"Philosopher Stephen Cave begins with a dark but compelling question: When did you first realize you were going to die? And even more interesting: Why do we humans so often resist the inevitability of death? Cave explores four narratives -- common across civilizations -- that we tell ourselves ""in order to help us manage the terror of death.""",2334039,TEDxBratislava
"<link href=""https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism"" rel=""canonical""/>",1189,"Why do transnational extremist organizations succeed where democratic movements have a harder time taking hold? Maajid Nawaz, a former Islamist extremist, asks for new grassroots stories and global social activism to spread democracy in the face of nationalism and xenophobia.",735445,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/bill_strickland_makes_change_with_a_slide_show"" rel=""canonical""/>",209,"Bill Strickland tells a quiet and astonishing tale of redemption through arts, music, and unlikely partnerships.",655717,TED2002
"<link href=""https://www.ted.com/talks/how_much_does_a_video_weigh"" rel=""canonical""/>",1723,"What color is a mirror? How much does a video weigh? Michael Stevens, creator of the popular educational YouTube channel Vsauce, spends his day asking quirky questions like these. In this talk he shows how asking the right -- seemingly silly -- questions can make incredibly effective lessons.",788584,TEDActive 2013
"<link href=""https://www.ted.com/talks/craig_venter_is_on_the_verge_of_creating_synthetic_life"" rel=""canonical""/>",227,"""Can we create new life out of our digital universe?"" Craig Venter asks. His answer is ""yes"" -- and pretty soon. He walks through his latest research and promises that we'll soon be able to build and boot up a synthetic chromosome. NOTE: This talk was given in 2008, and this field of science has developed quickly since then. Read ""Criticisms & updates"" below for more details.",1030383,TED2008
"<link href=""https://www.ted.com/talks/gabby_giffords_and_mark_kelly_be_passionate_be_courageous_be_your_best"" rel=""canonical""/>",1972,"On January 8, 2011, Congresswoman Gabby Giffords was shot in the head while meeting constituents in her home town of Tucson, Arizona. Her husband, the astronaut Mark Kelly, immediately flew to be by her side. In this emotional conversation with Pat Mitchell, the pair describe their lives both before and after the accident -- and describe their views on responsible gun ownership.",1078602,TED2014
"<link href=""https://www.ted.com/talks/amanda_bennett_a_heroic_narrative_for_letting_go"" rel=""canonical""/>",1847,"Amanda Bennett and her husband were passionate and full of life all throughout their lives together -- and up until the final days, too. Bennett gives a sweet yet powerful talk on why, for the loved ones of the dying, having hope for a happy ending shouldn't warrant a diagnosis of ""denial."" She calls for a more heroic narrative for death -- to match the ones we have in life.",1039325,TEDMED 2013
"<link href=""https://www.ted.com/talks/russell_foster_why_do_we_sleep"" rel=""canonical""/>",1810,"Russell Foster is a circadian neuroscientist: He studies the sleep cycles of the brain. And he asks: What do we know about sleep? Not a lot, it turns out, for something we do with one-third of our lives. In this talk, Foster shares three popular theories about why we sleep, busts some myths about how much sleep we need at different ages -- and hints at some bold new uses of sleep as a predictor of mental health.",6892626,TEDGlobal 2013
"<link href=""https://www.ted.com/talks/jamila_lyiscott_3_ways_to_speak_english"" rel=""canonical""/>",2028,"Jamila Lyiscott is a “tri-tongued orator;” in her powerful spoken-word essay “Broken English,” she celebrates — and challenges — the three distinct flavors of English she speaks with her friends, in the classroom and with her parents. As she explores the complicated history and present-day identity that each language represents, she unpacks what it means to be “articulate.”",4128364,TEDSalon NY2014
"<link href=""https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death"" rel=""canonical""/>",1832,"In Tana Toraja, weddings and births aren't the social gatherings that knit society together. In this part of Indonesia, big, raucous funerals are at the center of social life. Anthropologist Kelli Swazey takes a look at this culture, in which the bodies of dead relatives are cared for years after they have passed away -- because relationships with loved ones don't simply end when breathing does.",1591596,TEDMED 2013
"<link href=""https://www.ted.com/talks/sebastian_wernicke_1000_tedtalks_6_words"" rel=""canonical""/>",1315,"Sebastian Wernicke thinks every TED Talk can be summarized in six words. In this talk, he shows how to do just that -- and less.",638077,TEDxZurich 2011
"<link href=""https://www.ted.com/talks/robert_gupta_between_music_and_medicine"" rel=""canonical""/>",1577,"When Robert Gupta was caught between a career as a doctor and as a violinist, he realized his place was in the middle, with a bow in his hand and a sense of social justice in his heart. He tells a moving story of society's marginalized and the power of music therapy, which can succeed where conventional medicine fails.",1093091,TEDMED 2012
"<link href=""https://www.ted.com/talks/bob_stein_a_rite_of_passage_for_late_life"" rel=""canonical""/>",12303,"We use rituals to mark the early stages of our lives, like birthdays and graduations -- but what about our later years? In this meditative talk about looking both backward and forward, Bob Stein proposes a new tradition of giving away your things (and sharing the stories behind them) as you get older, to reflect on your life so far and open the door to whatever comes next.",867537,TED Residency
"<link href=""https://www.ted.com/talks/isabel_wilkerson_the_great_migration_and_the_power_of_a_single_decision"" rel=""canonical""/>",10274,"Sometimes, a single decision can change the course of history. Join journalist and author Isabel Wilkerson as she tells the story of the Great Migration, the outpouring of six million African Americans from the Jim Crow South to cities in the North and West between World War I and the 1970s. This was the first time in American history that the lowest caste people signaled they had options and were willing to take them -- and the first time they had a chance to choose for themselves what they would do with their innate talents, Wilkerson explains. ""These people, by their actions, were able to do what the powers that be, North and South, could not or would not do,"" she says. ""They freed themselves.""",832500,TEDWomen 2017
"<link href=""https://www.ted.com/talks/beeban_kidron_the_shared_wonder_of_film"" rel=""canonical""/>",1476,Movies have the power to create a shared narrative experience and to shape memories and worldviews. British film director Beeban Kidron invokes iconic film scenes -- from Miracle in Milan to Boyz n the Hood -- as she shows how her group FILMCLUB shares great films with kids.,798985,TEDSalon London Spring 2012
"<link href=""https://www.ted.com/talks/kiran_bedi_a_police_chief_with_a_difference"" rel=""canonical""/>",1032,"Kiran Bedi has a surprising resume. Before becoming Director General of the Indian Police Service, she managed one of the country's toughest prisons -- and used a new focus on prevention and education to turn it into a center of learning and meditation. She shares her thoughts on visionary leadership at TEDWomen.",957660,TEDWomen 2010
"<link href=""https://www.ted.com/talks/marcel_dicke_why_not_eat_insects"" rel=""canonical""/>",1018,"Marcel Dicke makes an appetizing case for adding insects to everyone's diet. His message to squeamish chefs and foodies: delicacies like locusts and caterpillars compete with meat in flavor, nutrition and eco-friendliness.",1442558,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/charlie_todd_the_shared_experience_of_absurdity"" rel=""canonical""/>",1269,"Charlie Todd causes bizarre, hilarious, and unexpected public scenes: Seventy synchronized dancers in storefront windows, ""ghostbusters"" running through the New York Public Library, and the annual no-pants subway ride. His group, Improv Everywhere, uses these scenes to bring people together.",2838190,TEDxBloomington
"<link href=""https://www.ted.com/talks/casey_brown_know_your_worth_and_then_ask_for_it"" rel=""canonical""/>",2724,"Your boss probably isn't paying you what you're worth -- instead, they're paying you what they think you're worth. Take the time to learn how to shape their thinking. Pricing consultant Casey Brown shares helpful stories and learnings that can help you better communicate your value and get paid for your excellence.",2534088,TEDxColumbusWomen
"<link href=""https://www.ted.com/talks/reggie_watts_disorients_you_in_the_most_entertaining_way"" rel=""canonical""/>",1458,Reggie Watts' beats defy boxes. Unplug your logic board and watch as he blends poetry and crosses musical genres in this larger-than-life performance.,10105222,TED2012
"<link href=""https://www.ted.com/talks/zak_ebrahim_i_am_the_son_of_a_terrorist_here_s_how_i_chose_peace"" rel=""canonical""/>",2024,"If you’re raised on dogma and hate, can you choose a different path? Zak Ebrahim was just seven years old when his father helped plan the 1993 World Trade Center bombing. His story is shocking, powerful and, ultimately, inspiring.",4879673,TED2014
"<link href=""https://www.ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_face_the_future_without_fear_together"" rel=""canonical""/>",2811,"It's a fateful moment in history. We've seen divisive elections, divided societies and the growth of extremism -- all fueled by anxiety and uncertainty. ""Is there something we can do, each of us, to be able to face the future without fear?"" asks Rabbi Lord Jonathan Sacks. In this electrifying talk, the spiritual leader gives us three specific ways we can move from the politics of ""me"" to the politics of ""all of us, together.""",1675089,TED2017
"<link href=""https://www.ted.com/talks/paola_antonelli_treats_design_as_art"" rel=""canonical""/>",207,"Paola Antonelli, design curator at New York's Museum of Modern Art, wants to spread her appreciation of design -- in all shapes and forms -- around the world.",604710,TED2007
"<link href=""https://www.ted.com/talks/sebastian_seung"" rel=""canonical""/>",967,"Sebastian Seung is mapping a massively ambitious new model of the brain that focuses on the connections between each neuron. He calls it our ""connectome,"" and it's as individual as our genome -- and understanding it could open a new way to understand our brains and our minds.",996872,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard"" rel=""canonical""/>",2546,"Forests don't have to be far-flung nature reserves, isolated from human life. Instead, we can grow them right where we are -- even in cities. Eco-entrepreneur and TED Fellow Shubhendu Sharma grows ultra-dense, biodiverse mini-forests of native species in urban areas by engineering soil, microbes and biomass to kickstart natural growth processes. Follow along as he describes how to grow a 100-year-old forest in just 10 years, and learn how you can get in on this tiny jungle party.",1616143,TED@BCG Paris
"<link href=""https://www.ted.com/talks/paul_conneally_digital_humanitarianism"" rel=""canonical""/>",1361,"The disastrous earthquake in Haiti taught humanitarian groups an unexpected lesson: the power of mobile devices to coordinate, inform and guide relief efforts. At TEDxRC2, Paul Conneally shows extraordinary examples of social media and other technologies becoming central to humanitarian aid.",361644,TEDxRC2
"<link href=""https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars"" rel=""canonical""/>",2534,"Wanda Diaz Merced studies the light emitted by gamma-ray bursts, the most energetic events in the universe. When she lost her sight and was left without a way to do her science, she had a revelatory insight: the light curves she could no longer see could be translated into sound. Through sonification, she regained mastery over her work, and now she's advocating for a more inclusive scientific community. ""Science is for everyone,"" she says. ""It has to be available to everyone, because we are all natural explorers.""",836478,TED2016
"<link href=""https://www.ted.com/talks/the_jill_and_julia_show"" rel=""canonical""/>",222,"Two TED favorites, Jill Sobule and Julia Sweeney, team up for a delightful set that mixes witty songwriting with a little bit of social commentary.",507115,TED2007
"<link href=""https://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves"" rel=""canonical""/>",1215,"MIT researcher Skylar Tibbits works on self-assembly -- the idea that instead of building something (a chair, a skyscraper), we can create materials that build themselves, much the way a strand of DNA zips itself together. It's a big concept at early stages; Tibbits shows us three in-the-lab projects that hint at what a self-assembling future might look like.",1008611,TED2011
"<link href=""https://www.ted.com/talks/eric_lewis_strikes_chords_to_rock_the_jazz_world"" rel=""canonical""/>",478,"Eric Lewis, an astonishingly talented crossover jazz pianist -- seen by many for the first time at TED2009 -- sets fire to the keys with his shattering rendition of Evanescence's chart-topper, ""Going Under.""",708980,TED2009
"<link href=""https://www.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend"" rel=""canonical""/>",2775,"In the US, most kids have a very long summer break, during which they forget an awful lot of what they learned during the school year. This ""summer slump"" affects kids from low-income neighborhoods most, setting them back almost three months. TED Fellow Karim Abouelnaga has a plan to reverse this learning loss. Learn how he's helping kids improve their chances for a brighter future.",1124913,TED2017
"<link href=""https://www.ted.com/talks/stuart_duncan_how_i_use_minecraft_to_help_kids_with_autism"" rel=""canonical""/>",9214,"The internet can be an ugly place, but you won't find bullies or trolls on Stuart Duncan's Minecraft server, AutCraft. Designed for children with autism and their families, AutCraft creates a safe online environment for play and self-expression for kids who sometimes behave a bit differently than their peers (and who might be singled out elsewhere). Learn more about one of the best places on the internet with this heartwarming talk.",986596,TEDxYorkU
"<link href=""https://www.ted.com/talks/siddhartha_roy_science_in_service_to_the_public_good"" rel=""canonical""/>",2738,"We give scientists and engineers great technical training, but we're not as good at teaching ethical decision-making or building character. Take, for example, the environmental crisis that recently unfolded in Flint, Michigan -- and the professionals there who did nothing to fix it. Siddhartha Roy helped prove that Flint's water was contaminated, and he tells a story of science in service to the public good, calling on the next generation of scientists and engineers to dedicate their work to protecting people and the planet.",984755,TEDxVirginiaTech
"<link href=""https://www.ted.com/talks/rob_dunbar"" rel=""canonical""/>",954,"Rob Dunbar hunts for data on our climate from 12,000 years ago, finding clues inside ancient seabeds and corals and inside ice sheets. His work is vital in setting baselines for fixing our current climate -- and in tracking the rise of deadly ocean acidification.",567753,Mission Blue Voyage
"<link href=""https://www.ted.com/talks/vincent_cochetel_i_was_held_hostage_for_317_days_here_s_what_i_thought_about"" rel=""canonical""/>",2211,"Vincent Cochetel was held hostage for 317 days in 1998, while working for the UN High Commissioner on Refugees in Chechnya. For the first time, he recounts the experience — from what it was like to live in a dark, underground chamber, chained to his bed, to the unexpected conversations he had with his captors. With lyricism and power, he explains why he continues his work today. Since 2000, attacks on humanitarian aid workers have tripled — and he wonders what that rise may signal to the world.",1177188,TEDxPlaceDesNations
"<link href=""https://www.ted.com/talks/carter_emmart_demos_a_3d_atlas_of_the_universe"" rel=""canonical""/>",900,"For the last 12 years, Carter Emmart has been coordinating the efforts of scientists, artists and programmers to build a complete 3D visualization of our known universe. He demos this stunning tour and explains how it's being shared with facilities around the world.",1749033,TED2010
"<link href=""https://www.ted.com/talks/rob_forbes_on_ways_of_seeing"" rel=""canonical""/>",431,"Rob Forbes, the founder of Design Within Reach, shows a gallery of snapshots that inform his way of seeing the world. Charming juxtapositions, found art, urban patterns -- this slideshow will open your eyes to the world around you.",383854,TED2006
"<link href=""https://www.ted.com/talks/gabriela_gonzalez_how_ligo_discovered_gravitational_waves_and_what_might_be_next"" rel=""canonical""/>",2886,"More than 100 years after Albert Einstein predicted gravitational waves -- ripples in space-time caused by violent cosmic collisions -- LIGO scientists confirmed their existence using large, extremely precise detectors in Louisiana and Washington. Astrophysicist Gabriela González of the LIGO Scientific Collaboration tells us how this incredible, Nobel-winning discovery happened -- and what it might mean for our understanding of the universe. (In Spanish with English subtitles)",436674,TED2017
"<link href=""https://www.ted.com/talks/raymond_tang_be_humble_and_other_lessons_from_the_philosophy_of_water"" rel=""canonical""/>",11008,"How do we find fulfillment in a world that's constantly changing? Raymond Tang struggled with this question until he came across the ancient Chinese philosophy of the Tao Te Ching. In it, he found a passage comparing goodness to water, an idea he's now applying to his everyday life. In this charming talk, he shares three lessons he's learned so far from the ""philosophy of water."" ""What would water do?"" Tang asks. ""This simple and powerful question ... has changed my life for the better.""",1263176,TED@Westpac
"<link href=""https://www.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders"" rel=""canonical""/>",1920,"As the world's cities undergo explosive growth, inequality is intensifying. Wealthy neighborhoods and impoverished slums grow side by side, the gap between them widening. In this eye-opening talk, architect Teddy Cruz asks us to rethink urban development from the bottom up. Sharing lessons from the slums of Tijuana, Cruz explores the creative intelligence of the city's residents and offers a fresh perspective on what we can learn from places of scarcity.",703465,TEDGlobal 2013
"<link href=""https://www.ted.com/talks/chip_kidd_designing_books_is_no_laughing_matter_ok_it_is"" rel=""canonical""/>",1410,"Chip Kidd doesn't judge books by their cover, he creates covers that embody the book -- and he does it with a wicked sense of humor. In this deeply felt (and deeply hilarious) talk, he shares the art and the philosophy behind his cover designs. (This talk is from The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)",1914227,TED2012
"<link href=""https://www.ted.com/talks/nina_tandon_could_tissue_engineering_mean_personalized_medicine"" rel=""canonical""/>",1626,"Each of our bodies is utterly unique, which is a lovely thought until it comes to treating an illness -- when every body reacts differently, often unpredictably, to standard treatment. Tissue engineer Nina Tandon talks about a possible solution: Using pluripotent stem cells to make personalized models of organs on which to test new drugs and treatments, and storing them on computer chips. (Call it extremely personalized medicine.)",1086684,TEDGlobal 2012
"<link href=""https://www.ted.com/talks/hubertus_knabe_the_dark_secrets_of_a_surveillance_state"" rel=""canonical""/>",2053,"Tour the deep dark world of the East German state security agency known as Stasi. Uniquely powerful at spying on its citizens, until the fall of the Berlin Wall in 1989 the Stasi masterminded a system of surveillance and psychological pressure that kept the country under control for decades. Hubertus Knabe studies the Stasi — and was spied on by them. He shares stunning details from the fall of a surveillance state, and shows how easy it was for neighbor to turn on neighbor.",1199445,TEDSalon Berlin 2014
"<link href=""https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change"" rel=""canonical""/>",2489,"Will we do whatever it takes to fight climate change? Back in 2008, following the global financial crisis, governments across the world adopted a ""whatever it takes"" commitment to monetary recovery, issuing $250 billion worth of international currency to stem the collapse of the economy. In this delightfully wonky talk, financial expert Michael Metcalfe suggests we can use that very same unconventional monetary tool to fund a global commitment to a green future.",1217431,TED@State Street Boston
"<link href=""https://www.ted.com/talks/anne_lamott_12_truths_i_learned_from_life_and_writing"" rel=""canonical""/>",2801,"A few days before she turned 61, writer Anne Lamott decided to write down everything she knew for sure. She dives into the nuances of being a human who lives in a confusing, beautiful, emotional world, offering her characteristic life-affirming wisdom and humor on family, writing, the meaning of God, death and more.",2645538,TED2017
"<link href=""https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes"" rel=""canonical""/>",2572,"Why is it so hard to find female superhero merchandise? In this passionate, sparkling talk, media studies scholar (and father of a Star Wars-obsessed daughter) Christopher Bell addresses the alarming lack of female superheroes in the toys and products marketed to kids -- and what it means for how we teach them about the world.",1097759,TEDxColoradoSprings
"<link href=""https://www.ted.com/talks/bill_gross_the_single_biggest_reason_why_startups_succeed"" rel=""canonical""/>",2272,"Bill Gross has founded a lot of startups, and incubated many others -- and he got curious about why some succeeded and others failed. So he gathered data from hundreds of companies, his own and other people's, and ranked each company on five key factors. He found one factor that stands out from the others -- and surprised even him.",5242034,TED2015
"<link href=""https://www.ted.com/talks/raymond_wang_how_germs_travel_on_planes_and_how_we_can_stop_them"" rel=""canonical""/>",2391,"Raymond Wang is only 17 years old, but he's already helping to build a healthier future. Using fluid dynamics, he created computational simulations of how air moves on airplanes, and what he found is disturbing -- when a person sneezes on a plane, the airflow actually helps to spread pathogens to other passengers. Wang shares an unforgettable animation of how a sneeze travels inside a plane cabin as well as his prize-winning solution: a small, fin-shaped device that increases fresh airflow in airplanes and redirects pathogen-laden air out of circulation.",1741528,TEDYouth 2015
"<link href=""https://www.ted.com/talks/siamak_hariri_how_do_you_build_a_sacred_space"" rel=""canonical""/>",2734,"To design the Bahá'í Temple of South America, architect Siamak Hariri focused on illumination -- from the temple's form, which captures the movement of the sun throughout the day, to the iridescent, luminous stone and glass used to construct it. Join Hariri for a journey through the creative process, as he explores what makes for a sacred experience in a secular world.",1218886,TEDNYC
"<link href=""https://www.ted.com/talks/karen_thompson_walker_what_fear_can_teach_us"" rel=""canonical""/>",1637,"Imagine you're a shipwrecked sailor adrift in the enormous Pacific. You can choose one of three directions and save yourself and your shipmates -- but each choice comes with a fearful consequence too. How do you choose? In telling the story of the whaleship Essex, novelist Karen Thompson Walker shows how fear propels imagination, as it forces us to imagine the possible futures and how to cope with them.",2040145,TEDGlobal 2012
"<link href=""https://www.ted.com/talks/eric_liu_why_ordinary_people_need_to_understand_power"" rel=""canonical""/>",2060,"Far too many Americans are illiterate in power — what it is, how it operates and why some people have it. As a result, those few who do understand power wield disproportionate influence over everyone else. “We need to make civics sexy again,” says civics educator Eric Liu. “As sexy as it was during the American Revolution or the Civil Rights Movement.”",1912338,TEDCity2.0
"<link href=""https://www.ted.com/talks/don_tapscott_four_principles_for_the_open_world_1"" rel=""canonical""/>",1492,"The recent generations have been bathed in connecting technology from birth, says futurist Don Tapscott, and as a result the world is transforming into one that is far more open and transparent. In this inspiring talk, he lists the four core principles that show how this open world can be a far better place.",1050605,TEDGlobal 2012
"<link href=""https://www.ted.com/talks/thomas_pogge_medicine_for_the_99_percent"" rel=""canonical""/>",1307,"Sad but true: Many of the cures and vaccines our world desperately needs -- for illnesses millions of people have -- just aren't being produced or developed, because there's no financial incentive. Thomas Pogge proposes a $6 billion plan to revolutionize the way medications are developed and sold.",273160,TEDxCanberra
"<link href=""https://www.ted.com/talks/natalie_jeremijenko_the_art_of_the_eco_mindshift"" rel=""canonical""/>",980,"Natalie Jeremijenko's unusual lab puts art to work, and addresses environmental woes by combining engineering know-how with public art and a team of volunteers. These real-life experiments include: Walking tadpoles, texting ""fish,"" planting fire-hydrant gardens and more.",423307,Business Innovation Factory
"<link href=""https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint"" rel=""canonical""/>",1664,"Make a city beautiful, curb corruption. Edi Rama took this deceptively simple path as mayor of Tirana, Albania, where he instilled pride in his citizens by transforming public spaces with colorful designs.",607918,TEDxThessaloniki
"<link href=""https://www.ted.com/talks/dave_debronkart_meet_e_patient_dave"" rel=""canonical""/>",1181,"When Dave deBronkart learned he had a rare and terminal cancer, he turned to a group of fellow patients online -- and found the medical treatment that saved his life. Now he calls on all patients to talk with one another, know their own health data, and make health care better one e-Patient at a time.",563942,TEDxMaastricht
